id,??,??,??,??,??,??,??,WI,NTL_mean,road,dem
BD201800000222,0,80.02053,0,0,14.07753,0,5.90052,3.666666667,14.85617575,169.25,18.32180851
BD201800000223,0,21.94348,0.82967,0,66.60375,0,10.62165,3.821428571,3.184887756,12.41,47.43
BD201800000224,0,34.71791,2.25633,0,33.65554,0,29.36875,4.107142857,6.078218335,51.17,25.2125
BD201800000225,0,0.07154,0.52223,0,98.86094,0,0.5438,2.142857143,0.523327599,8.53,13.29931973
BD201800000226,0,44.23708,0.90575,0,39.3006,0,15.5551,3.3,6.379311877,23.35,2.238095238
BD201800000227,0,43.04919,0.74874,0,37.43814,0,18.76248,3.357142857,6.126645548,41.75,6.704761905
BD201800000228,0,12.97567,1.38741,0,72.39397,0,13.24142,2.5,2.159059,6.97,6.9625
BD201800000229,0,12.94522,1.70832,0,85.34491,0,0,2.862068966,3.624431017,10.65,13.03809524
BD201800000230,0,2.19504,0.48261,0,75.36917,0,21.95171,3.266666667,1.472666581,6.41,57.03921569
BD201800000231,0,4.45207,0,0,95.54642,0,0,3.233333333,1.063755416,49.4,7.595238095
BD201800000233,0,0.32454,1.56747,0,97.95415,0,0.15235,2.3,0.728752291,12.64,11.41950113
BD201800000234,0,57.85634,0.22594,0,33.01192,0,8.90423,3.259259259,8.704885586,49.13,12.57142857
BD201800000235,0,54.75545,0.57255,0,41.96544,0,2.70508,3.444444444,9.196628125,36.01,6.968253968
BD201800000236,0,1.31021,1.44556,0,76.65272,0,20.59006,2.862068966,1.728828302,16.42,23.34269663
BD201800000237,0,6.54346,3.38212,0,83.39736,0,6.67559,2.75862069,2.2245436,17.15,11.89115646
BD201800000238,0,3.75278,20.93128,0,69.49495,0,5.81948,2.8,2.664160965,39.21,#N/A
BD201800000239,0.18898,0.07154,6.28668,0.44554,77.39194,0,15.61385,1.965517241,0.415499648,0,5.455696203
BD201800000240,0,1.31123,0,0,96.8515,0,1.83577,1.821428571,0.932711222,9.23,107.8809524
BD201800000241,0,0.31881,0.06111,0,99.19079,0,0.42777,1.933333333,1.051361534,30.24,11.92961165
BD201800000242,0,45.37732,0.05239,0,27.2585,0,27.31033,3.16,8.684385673,91.86,12.48571429
BD201800000243,0,68.64275,0.20896,0,7.3133,0,23.83346,4.518518519,15.88997217,210.21,5.040816327
BD201800000244,0,63.37064,0.71767,0,12.21305,0,23.69718,4.034482759,12.89479226,105.1,19.63571429
BD201800000245,0,54.8922,0.27587,0,14.35095,0,30.47941,5,10.32284166,104.81,6.344051447
BD201800000246,0.27753,59.49615,0,0,27.79786,0,12.427,4.642857143,9.593256047,88.35,21
BD201800000247,0,91.16303,0.20896,0,2.55231,0,6.07417,4.461538462,19.4589617,247.69,6.0861678
BD201800000248,0.27753,78.30491,0,0,15.16098,0,6.25516,4.035714286,16.62843181,167.13,27.57142857
BD201800000249,0,57.48394,0.92663,0,11.12914,0,30.45872,4.269230769,11.80801527,93.33,12.22675737
BD201800000250,0,90.89188,0.33272,0,6.07081,0,2.70305,4.888888889,17.16689233,203.02,18.01360544
BD201800000251,0,76.28404,0.39805,0,11.61962,0,11.69684,4.961538462,13.70600016,230.27,15.7175
BD201800000252,0,51.61241,0,0,20.72217,0,27.66394,2.866666667,10.80845167,126.22,7.217687075
BD201800000253,0.05462,64.58454,0.05738,0,28.34569,0,6.95639,3.75,2.125765725,155.17,6.895238095
BD201800000254,0,48.81088,0.19555,0,45.97569,0,5.01642,3.142857143,8.868352946,102.15,4.172335601
BD201800000255,0,53.41464,0.27587,0,14.44841,0,31.85954,3.344827586,10.05297092,100.28,64.71333333
BD201800000256,0,66.47913,0.20896,0,11.17709,0,22.13331,4.25,13.89524655,170.25,8.673469388
BD201800000257,0,52.41918,0.41838,0,30.49151,0,16.66947,2.291666667,10.23102225,124.4,54.83333333
BD201800000258,0,90.1118,0.20896,0,3.36156,0,6.31622,5,13.28722668,278.05,12.0325
BD201800000259,0,81.17393,0.66095,0,9.04502,0,9.11855,4.321428571,15.51774728,191.58,127.2119048
BD201800000260,0,51.16485,0.71767,0,13.61517,0,34.5008,4.448275862,10.83311116,69.57,14.90163934
BD201800000261,0,87.09265,0.20896,0,5.40946,0,7.28745,5,15.93172575,278.96,40.23129252
BD201800000262,0,70.5856,0.06655,0,10.36637,0,18.97997,4.8,3.333561564,223.82,43.87
BD201800000263,0,73.88527,0,0,12.68577,0,13.42753,4.192307692,2.449259329,196.5,24.54195011
BD201800000264,0.27753,65.37138,0,0,24.19058,0,10.15906,4.333333333,12.50373984,111.31,7.49047619
BD201800000265,0,79.65897,0.22072,0,4.58107,0,15.53766,3.444444444,15.97984093,203.21,4.337868481
BD201800000266,0,94.49314,0.20896,0,2.52008,0,2.7763,4.464285714,18.815542,243.79,12.78809524
BD201800000267,0,53.86238,0.97896,0,20.68275,0,24.47444,2.4,8.150215016,46.1,9.45952381
BD201800000268,2.34821,1.1022,25.37369,0,67.25893,0,3.9155, ,0.599876112,15.55,7.0425
BD201800000269,0.63982,0,34.62001,0,54.05231,10.01877,0.66759,3.9,0.429711992,9.4,36.15952381
BD201800000270,0.43411,0,42.89403,0,20.15281,0.42448,36.09309,3.137931034,0.356846653,16.23,15.92857143
BD201800000271,0.31344,0,2.82246,0,86.90813,0,9.95449,2.724137931,0.331583029,6.5,23.9675
BD201800000272,2.91525,0,29.62427,0,66.83429,0,0.62472,1.793103448,0.305538529,7.47,217.2755906
BD201800000273,0,0,7.2013,0,72.45841,0,18.61826,2.344827586,0.281033264,21.8,16.53571429
BD201800000274,0,0.07154,0,0,97.09126,0.10448,2.73122,3.866666667,0.390347598,6.59,4.124365482
BD201800000275,0,0,0,0,98.61422,0,1.3843,3.433333333,0.509685773,14.67,16.12380952
BD201800000276,0,0,0,0,38.16013,0,6.23553,3.896551724,0.784799562,3.9,9.9775
BD201800000277,0,0,0,0,94.51213,0,5.48638,3.551724138,0.588929216,4.36,52.75963719
BD201800000278,0,0,0.2142,0,98.43719,0,1.34712,3.333333333,0.436563026,0,20.77097506
BD201800000279,0,0.14103,0,0,95.56305,0,4.29442,3.433333333,0.521041666,12.58,14.11428571
BD201800000280,0,0,0.48057,0,88.80957,0,10.70835,4.066666667,0.568011344,10.84,32.703125
BD201800000281,8.36091,0,5.48955,0,48.84033,0.16606,37.14168,3.766666667,0.414848619,11.05,10.79285714
BD201800000282,0,7.74517,1.11215,0,90.67419,0,0.467,4.266666667,2.300940721,20.39,12.53514739
BD201800000283,0,0.63852,0.50967,0,97.846,0,1.00431,3.413793103,0.506946228,0.53,28.30839002
BD201800000284,0,0,4.88225,0,93.788,1.04623,0.28206,3.1,0.51898259,12.03,60.32926829
BD201800000285,0,0,4.0541,0,94.72346,1.04623,0.17475,2.966666667,0.570692034,14.97,115.3333333
BD201800000286,0,0.48338,0,0,27.20935,0,40.03437,3.933333333,1.50365664,0,11.08571429
BD201800000287,0,0,0.29817,0,71.81602,0,27.88431,3.586206897,0.577410415,10.84,7.14047619
BD201800000288,0,0,1.14681,0,98.67795,0,0.17374,3.666666667,0.407621175,0,85.13333333
BD201800000289,0,0.14103,0.8341,0,99.02337,0,0,3.033333333,0.661593737,0,62.62619048
BD201800000290,0,0,0,0,99.97142,0,0.02708,2.966666667,0.38531627,0,109.2047619
BD201800000291,0,0,0,0,91.97452,0,8.02399,3.724137931,0.603022417,10.53,9.695238095
BD201800000292,0,0,0,0,61.9381,0,14.63487,3.4,0.717106043,0,10.56
BD201800000293,0,0.31674,0,0,99.68176,0,0,3.133333333,0.451710569,3.83,16.24761905
BD201800000294,4.72583,0,0.59455,0,87.25454,1.63496,5.78861,2.310344828,0.446370595,4.12,19.0452381
BD201800000295,22.38552,0,34.55128,0,17.81422,0,12.94098,2.166666667,0.246990129,0,14.48571429
BD201800000296,5.92829,0,38.82586,0,15.82029,12.91101,26.51308,3.892857143,0.357764731,0,7.2675
BD201800000297,6.57751,12.62457,16.19658,0,47.99818,3.21549,13.38621, ,1.978634616,8.44,22.9845679
BD201800000298,16.08619,0.10448,25.06436,0,33.13003,0.06046,20.74918,2.357142857,0.247423735,0,7.265306122
BD201800000299,1.8488,0,0.33039,0,62.11565,0,35.70369,2.833333333,0.278583945,1.67,-1.74047619
BD201800000300,0.68348,10.02098,12.78621,0,64.05688,1.21538,11.23557, ,2.0350434,21.62,8.901376147
BD201800000301,3.85888,1.13145,1.17766,2.26298,85.14624,0,6.4213,3.344827586,1.048452208,0,10.60589812
BD201800000302,0,0,0.28206,0,99.32218,0,0.39426,2.642857143,0.60220085,2.77,21.31972789
BD201800000303,1.35713,0.06691,0,4.25023,61.23966,0,33.08458,2.5,0.441310929,1.04,2.96460177
BD201800000304,0,0.10822,0,0,99.74926,0,0.14103,2.333333333,0.498721562,1.63,3.6975
BD201800000305,0,0.28072,0,0,98.36782,0,1.34996,2.689655172,0.424493041,0,10.86428571
BD201800000306,0.1908,8.22645,0,0,90.29448,0,1.28677,4.607142857,1.700890272,15.77,3
BD201800000307,0,0,0,0,99.60877,0,0.38974,2.933333333,0.503194538,3.13,35.06849315
BD201800000308,0,0,0,0,99.9985,0,0,3.066666667,0.504899524,0,9.337837838
BD201800000309,0,0,0.34965,0,98.58201,0,1.06685,2.633333333,0.485595879,11.41,14.73015873
BD201800000310,0.95269,0,1.78419,0,94.01594,0,3.24566,3.655172414,0.378189953,4.3,40.85487528
BD201800000311,0,0,0.51615,0,99.0606,0,0.42174,3.1,0.358367482,0.66,26.54761905
BD201800000312,0,0,0.38309,0,98.64123,0,0.97419,3.2,0.457561272,0,168.4920635
BD201800000313,0,0.07154,0,0,98.94437,0,0.9826,3.066666667,0.515958988,26.14,36.81179138
BD201800000314,0,1.29558,0,0,98.13475,0,0.56818,3.413793103,0.862311628,26.95,14.08809524
BD201800000315,29.37051,0,5.19785,0,57.99344,1.64848,5.78823,2.1,0.329366151,0,8.129251701
BD201800000316,0.05017,0,1.42386,0,90.09741,3.78643,4.64065,4.333333333,0.342407137,0,7.365
BD201800000317,0.24714,0,1.58466,0,88.51644,4.94403,4.70625,2.566666667,0.339430668,0,7.726190476
BD201800000318,4.45892,0,0.27027,0,51.90904,0,43.36028,1.633333333,0.269681068,11.74,12.85
BD201800000319,1.30226,0,0.70213,0,55.6056,0,36.13183,4.137931034,0.426964737,15.52,42.24285714
BD201800000320,0,0,0.67388,0,77.93179,0.66506,7.78474,3.862068966,0.523692816,4.66,17.82312925
BD201800000321,0.26448,0,0,0,38.85228,0,17.22818,2.620689655,0.29879751,0,19.95726496
BD201800000322,1.84302,0,0.21039,0,55.94874,0.14266,41.8537,3.793103448,0.421652498,10.64,87.10430839
BD201800000323,0.7949,0,0.41792,0,60.1915,0,38.59418,3.25,0.321765646,24.87,-0.614285714
BD201800000324,0.6816,0,0.64687,0,67.03242,0,31.63759,2.75862069,0.334126171,19,49.68480726
BD201800000325,0.78667,0.14266,4.90924,0,61.78156,15.22486,17.15354,3.933333333,0.493485051,13.19,5.869047619
BD201800000326,0.20896,0.06691,34.72489,0,28.35584,0.3812,36.26076,2.379310345,0.423777917,19.07,189.5851319
BD201800000327,0,0,3.51802,0,65.64861,0,30.83187,1.655172414,0.281709197,19.35,17.37268519
BD201800000328,0,2.02446,0,0,97.68067,0,0.29337,1.833333333,0.85464008,12.86,3.135
BD201800000329,0,0.3342,0,0,89.98098,0,4.78323,3,0.7808086,28.16,10.98639456
BD201800000330,3.27959,0.51179,9.79257,0,83.8325,1.57523,1.00681,2.068965517,0.748304125,0,6.65625
BD201800000331,0,0.62648,0.96381,0,97.37213,0,1.03608,3.724137931,0.612343347,0.08,23.56428571
BD201800000332,0,7.74517,1.2538,0,90.25984,0,0.73971,3.857142857,1.458438005,22.52,35.33095238
BD201800000333,0,7.74517,1.38442,0,90.42032,0,0.44859,2.517241379,0.798132902,30.04,14.16099773
BD201800000334,0,0.48338,0,0,30.57475,0,37.36386,2.137931034,1.636733438,0,10.7
BD201800000335,0,0.14103,0.8341,0,99.02338,0,0,3.5,0.472091914,0,24.0521542
BD201800000336,0,0.07154,0,0,95.52542,0,4.40154,2.566666667,0.549247578,18.2,17.01904762
BD201800000337,10.70746,0,0,0,67.18739,0,22.10367,2.851851852,0.416274938,7.49,12.67857143
BD201800000338,0,2.54622,0.10765,0,97.06095,0,0.28369,2.344827586,0.966669702,10.8,46.54444444
BD201800000339,0.72732,12.75727,0,0,80.81833,0,5.69559,4.142857143,1.788019355,16.1,10.97380952
BD201800000340,0,0.74985,0.14308,0,99.04836,0,0.05722,1.3,0.926541101,2.72,33.64172336
BD201800000341,0,0.2142,0,0,99.77311,0,0.01119,3.068965517,0.662111378,18.19,13.70815451
BD201800000342,0,0,1.7509,0,89.1632,0,9.0844,2,0.426776936,14.09,6.016806723
BD201800000343,0,0.40482,3.07847,0,87.99313,1.11902,7.40306,1.827586207,0.488212998,17.03,12.2075
BD201800000344,1.44473,1.87555,1.32392,0,46.78277,4.69476,43.87675,4.607142857,1.008959819,25.22,5.364285714
BD201800000345,2.45369,10.83307,24.74739,0,35.97937,3.61751,22.36745,2.566666667,1.879721601,8.77,-0.086956522
BD201800000346,1.0801,14.09196,15.5906,0,47.33182,0.90639,20.99766,2.75,2.297350949,11.96,5.7175
BD201800000347,0.02226,16.2426,15.14312,0,33.74132,3.25773,31.59144,3.566666667,2.378802769,15.8,9.785714286
BD201800000348,0,18.84975,14.49209,0,37.95035,2.26402,26.44226,3.107142857,2.766603886,19.75,20.73333333
BD201800000349,0.12437,20.61544,2.4372,0,59.68052,1.03955,16.1014,3.115384615,2.874005486,30.22,55.68767123
BD201800000350,0,18.0731,3.52318,0,67.50627,0.14814,10.7478,3.592592593,2.793973564,31.38,4.18401937
BD201800000351,0.21917,14.67513,6.67478,0,66.91177,0,11.51764,2.833333333,2.286528303,28.14,8.27100271
BD201800000352,0.18351,27.65587,4.55066,0,45.95197,1.1678,20.48869,4.413793103,3.513339888,36.46,42.17391304
BD201800000353,0,21.45906,3.65038,0,63.88395,0.3409,10.66422,4.2,1.634878427,34.47,8.011904762
BD201800000354,0,0.07153,0,0,99.92697,0,0,1.333333333,0.392148355,12.53,5.49047619
BD201800000355,0.27479,0,0.21257,0,79.94826,0,2.33699,1.333333333,0.659830777,13.23,30.70238095
BD201800000356,0.21419,0.00015,0,0,99.78416,0,0,2.034482759,0.479810608,12.26,13.66190476
BD201800000357,5.60081,0,0,1.07538,70.99091,0,22.33142,2.653846154,0.311347813,3.73,40.52380952
BD201800000358,0,0,0,0,99.76956,0,0.22895,2.962962963,0.441609002,4.02,11.53271028
BD201800000359,0.14265,0.07153,0.24205,0,97.54792,0,1.99434,2.6,0.398097818,10.53,7.002267574
BD201800000360,0,0.38991,0,0,98.25836,0,1.35021,2.461538462,0.723076782,12.19,56.569161
BD201800000361,0.54036,0,0,0,97.73011,0,1.72802,1.5,0.34289463,5.66,5.066666667
BD201800000362,0,0,0,0,98.56857,0,1.42993,2.296296296,0.448896507,3.72,73.75111111
BD201800000363,0,0,0,0,99.17778,0,0.82073,2.166666667,0.492179726,5.89,46.34
BD201800000364,1.90446,0.14306,0.52759,0,80.63597,0,16.78742,1.5,0.444642459,24.66,9.766917293
BD201800000365,0,0,0,0,99.9985,0,0,2.75862069,0.563572511,24.84,41.54761905
BD201800000366,0,0,3.60902,0,95.62158,0.14103,0.62688,3.266666667,0.616752566,15.58,20.34638554
BD201800000367,0,5.02872,7.76155,0,87.20821,0,0,4.666666667,3.350522483,2.85,76.05668934
BD201800000368,0,0.141,0.87804,0,98.97947,0,0,2.310344828,0.924765916,6.69,5.823529412
BD201800000369,0,0.07153,0,0,99.90185,0,0.02511,2.833333333,0.357010812,0,7.438095238
BD201800000370,0,0,0.48829,0,99.36755,0.14266,0,2.793103448,0.695197861,19.24,190.8396947
BD201800000371,0,0,13.68073,0,86.1751,0,0.14266,2.7,0.386932553,10.79,24.73239437
BD201800000372,0,0,0,0,96.51043,0,3.48806,4,0.623915274,12.25,5.317460317
BD201800000373,0,0.06175,0.52511,0,95.49812,0,3.91351,3.433333333,0.554273216,2.63,22.48469388
BD201800000374,0,0.21566,0,0,95.65601,0,4.12682,3.333333333,0.600445827,17.94,191.4575472
BD201800000375,0,0.07153,0.273,0,99.65396,0,0,1.966666667,0.705429441,0,34.430839
BD201800000376,0,0,0,0,99.66425,0,0.33425,2.766666667,0.530922168,6.19,4.414285714
BD201800000377,0,0,0,0,99.9985,0,0,2.034482759,0.387798502,11.16,14.53968254
BD201800000378,0,0.17931,0.17503,0,99.58091,0,0.06324,2,0.543753883,4.12,8.852380952
BD201800000379,0,0,0.10528,0,99.89322,0,0,3.607142857,0.441778833,17.71,4.8875
BD201800000380,0,0,0.67607,0,98.72776,0,0.59463,3.724137931,0.982873753,18.73,32.9
BD201800000381,0,0,0.66963,0,99.32885,0,0,3.137931034,0.966384321,17.08,9.94047619
BD201800000382,0,0.92654,0.52826,0,98.5437,0,0,2.733333333,0.665680991,15.27,207.3309524
BD201800000383,0,0,4.77002,0,95.22849,0,0,2.3,0.459900337,0,7.807256236
BD201800000384,0,0,0,0,97.93233,0,2.06615,2.464285714,0.396946265,13.43,25.625
BD201800000385,0,0,0.23594,0,99.71696,0,0.04559,2.142857143,0.396998369,11.48,9.178571429
BD201800000386,0,0,0.14265,0,99.85584,0,0,2.517241379,0.365433123,0,170.8119048
BD201800000387,0.52467,0,2.75747,0,96.71636,0,0,2.642857143,0.825806369,15.25,10.24761905
BD201800000388,0.38201,5.96088,0.30756,0,91.65728,0,1.69077,2.966666667,1.75833398,40.66,19.3547619
BD201800000389,0,0,0,0,99.9985,0,0,2.448275862,0.658175541,5.8,28.51
BD201800000390,0,0.07644,0.37807,0,99.52596,0,0.01803,2.714285714,1.122557188,23.7,16.96428571
BD201800000391,0,0,0,0,98.1957,0,1.80281,3.321428571,0.841996726,16.24,11.5
BD201800000392,0,0,0,0,99.0806,0,0.9179,1.5,0.280394764,0,#N/A
BD201800000393,0,0,0,0,99.85747,0,0.14103,1.192307692,0.36793142,12.5,14.62857143
BD201800000394,0,0,2.29349,0,90.26093,0,0,2.333333333,0.32207257,0.09,19.81666667
BD201800000395,0.14266,0,0,0,85.90105,0,13.95479,1.551724138,0.214741319,0,26.21666667
BD201800000396,0,0,0.31716,0,61.72918,0,0.15852,1.413793103,0.343927835,0,13.53809524
BD201800000397,0,0,0,0,99.9985,0,0,2.52,0.379179305,14.36,8.888888889
BD201800000398,0,0,0,0,99.08061,0,0.9179,2.793103448,0.343950447,22.18,#N/A
BD201800000399,0,0,0,0,99.44823,0,0.55028,2.285714286,0.366067555,24.36,18.57307692
BD201800000400,0,2.10005,0.01188,0,97.88657,0,0,2.733333333,0.892393094,29.99,13.8952381
BD201800000401,0,2.08975,0,0,97.90874,0,0,2.724137931,0.98091563,30.81,16.42403628
BD201800000402,0.00544,0,0.00003,0,99.99303,0,0,2.896551724,0.379365641,12.14,57.58333333
BD201800000403,0,0,0,0,99.9985,0,0,2.034482759,0.481370098,9.38,6.376417234
BD201800000404,0,0,19.7625,0,72.02679,0,0,2.166666667,0.494351066,21.88,425.6455696
BD201800000405,0,0,0,0,95.62036,0,4.37814,2.7,0.624586965,20.54,10.44671202
BD201800000406,0,0,0,0,99.9985,0,0,1.8,0.447789735,10.81,234.4172336
BD201800000407,0,0.14266,0,0,98.3414,0,1.51445,2.551724138,1.013892799,15.83,9.777777778
BD201800000408,0.45694,4.54263,0,0,94.55997,0,0.43897,2.413793103,0.90604098,30.79,5.883333333
BD201800000409,0,0,0.20941,0,98.29403,0,1.49506,2.586206897,0.689528893,10.48,6.315
BD201800000410,0,0.14266,0,0,99.45816,0,0.39769,2.5,0.644604973,0,74.365
BD201800000411,0,0.14266,0.36997,0,99.08819,0,0.39769,1.931034483,0.583633176,10.77,11.31428571
BD201800000412,0,0.07153,0.36997,0,99.557,0,0,2.964285714,0.440133772,14.84,121.0634921
BD201800000413,0,0.07153,0,0,99.14919,0,0.77779,2.6,0.501335807,19.88,24.31666667
BD201800000414,0.24753,4.5731,0,0,94.66699,0,0.51088,3.482758621,1.277260245,38.65,56.97619048
BD201800000415,0.05663,0.31502,0,0,96.91949,0,2.70735,2.37037037,0.494470094,15.63,18.15833333
BD201800000416,0,0.07153,0,0,99.4339,0,0.49305,2,0.630472469,37.48,25.28571429
BD201800000417,0,1.40191,7.14906,0,90.85092,0,0.59662,2.785714286,1.627339296,11.72,20.78095238
BD201800000418,0,0.13805,0,0,99.86045,0,0,1.206896552,0.708778798,13.05,#N/A
BD201800000419,0,0.24205,0,0,99.75645,0,0,2.655172414,0.690861439,18.33,5.6525
BD201800000420,0,13.8161,0,0,82.14159,0,4.04079,4.785714286,2.266356277,65.75,6.430839002
BD201800000421,0,13.09856,0,0,83.82218,0,3.07776,2.333333333,2.366829646,71.79,73.11688312
BD201800000422,0,6.4392,0,0,90.62115,0,2.93815,2.310344828,1.904609548,45.34,53.02777778
BD201800000423,0,10.54535,0.14103,0,86.93984,0,2.37225,2,1.084674896,65.7,16.325
BD201800000424,0,0,13.43231,0,86.56621,0,0,3.466666667,0.412705856,0,15.80725624
BD201800000425,0,0.07153,0,0,99.70822,0,0.21874,2.266666667,0.837732661,19.52,12.81904762
BD201800000426,0.7851,0.57922,4.01813,0,86.25198,0,1.23443,1.034482759,0.404812224,13.96,4.134328358
BD201800000427,0,0,0.21566,0,99.78284,0,0,1.862068966,0.468665725,14.01,#N/A
BD201800000428,0,2.10005,0.00243,0,97.78392,0,0.11209,2.333333333,1.021666878,36.76,358.1452381
BD201800000429,0,0.99974,0,0,98.99877,0,0,2.9,0.745637333,28.48,22.43095238
BD201800000430,0,5.20614,0.14103,0,93.76377,0,0.88757,2.285714286,1.116960844,35.37,5.671428571
BD201800000431,0,2.01281,0,0,89.85992,0,8.1258,3.655172414,1.237299455,14.09,9.990929705
BD201800000432,0,0.97854,0,0,97.51832,0.12095,1.38066,3.2,1.041152795,14.29,16.47
BD201800000433,0,0,0.14103,0,99.42756,0,0.42991,1.4,0.438897338,23.26,4
BD201800000434,0,0,0,0,99.9985,0,0,3.586206897,0.451189398,3.6,105.7928571
BD201800000435,0,0,0,0,98.26487,0,1.73363,2.8,0.729944423,10.83,15.39047619
BD201800000436,0,0.28073,0,0,99.71777,0,0,3.5,0.833431297,11.3,36.4399093
BD201800000437,1.62536,0,0,1.66361,79.68184,0,17.02768,2.689655172,0.362921871,32.2,16.15822785
BD201800000438,0.83709,0.20794,0,0,82.82704,0,16.12643,3.133333333,0.482667181,4.79,4.453731343
BD201800000439,0,4.89772,0,0,95.10076,0,0,3.5,1.675745312,12.64,104.8238095
BD201800000440,0,0.45668,0,0,99.32925,0,0.21257,2.896551724,0.921295786,3.91,3.945
BD201800000441,0,0,0,0,99.9985,0,0,3.178571429,0.498938666,0,19.75
BD201800000442,0,0,0,0,97.84374,0,2.15475,2.068965517,0.496777519,0,12.56190476
BD201800000443,0,0,0,0,99.9985,0,0,4.482758621,0.584826596,0.25,62.45102506
BD201800000444,0,2.88258,0,0,97.11592,0,0,3.1,0.868918897,18.24,4.692857143
BD201800000445,0,0,0,0,99.99851,0,0,3.1,0.500713604,32.13,22.50952381
