id,WI,dem,urban_near,road_near,耕地面积,林地面积,草地面积,湿地面积,城市面积,裸地面积,水体面积,NTL_mean
BD201400000396,3.814814815,22.23129252,3136.529682,312.8768648,91162587.8,417921.5957,0,0,1523941.538,0,1649173.457,1.003237922
BD201400000397,3.068965517,23.09047619,7980.548777,2749.416264,91162587.8,208960.7979,154903.696,0,0,0,1638613.921,0.435003887
BD201400000398,3.344827586,23.60454545,1809.581407,327.2059409,91162587.8,0,0,0,10186891.05,0,208960.7979,1.783690661
BD201400000399,2.766666667,9.401360544,34825.20514,8173.601955,91162587.8,417921.5958,0,0,208960.7978,0,7315853.224,0.412615896
BD201400000400,1.533333333,12.56937799,32136.96958,766.0590366,91162587.8,208960.7979,0,0,0,0,30657613.91,0.15359771
BD201400000401,2.433333333,11.90430622,22636.80486,3612.00155,91162587.8,0,0,0,0,0,15809242.94,0.209577564
BD201400000402,2.8,17.24489796,27670.15253,7825.476763,91162587.8,0,0,0,0,0,24399469.81,0.153773396
BD201400000403,2.793103448,15.92272727,19583.56415,5094.985667,91162587.8,0,0,0,289123.5676,0,12144568.95,0.245557987
BD201400000404,3.517241379,15.61666667,12890.13305,196.5742032,91162587.8,0,0,0,0,0,13581256.55,0.317226767
BD201400000405,2.5,10.72380952,13617.52304,608.3702706,91162587.8,0,0,0,626882.3935,0,4343253.322,0.326556519
BD201400000406,3.833333333,9.022727273,12467.17478,1554.107957,91162587.8,0,0,0,1091135.367,0,1053207.703,0.420616305
BD201400000407,2.666666667,16.9175,30885.57994,2523.604081,91162587.8,0,0,0,0,0,29272791.54,0.21698705
BD201400000408,2.586206897,16.525,17516.73998,4812.840188,91162587.8,0,0,0,626882.3936,0,3678794.424,0.493106911
BD201400000409,2.466666667,16.41136364,4599.477518,908.4560864,91162587.8,0,391211.3759,0,364501.1561,0,6356407.231,0.681291737
BD201400000410,1.586206897,24.20257235,15651.23318,6785.060653,91162587.8,0,4177597.157,0,0,0,19094666,0.057563345
BD201400000411,1.9,17.55,13568.71677,5546.404644,91162587.8,0,0,0,104480.3989,0,1466888.7,0.32803113
BD201400000412,1.068965517,18.22619048,20768.40043,11328.50162,91162587.8,338309.7872,7880389.616,0,104480.3989,23304.74171,37311618.41,0.149988747
BD201400000413,1.785714286,17.17703349,24338.91374,7935.23574,91162587.8,0,6777821.661,0,522401.9946,0,31109104.37,0.277193777
BD201400000414,2.655172414,14.2175,14895.38441,405.8890664,91162587.8,0,394136.898,0,0,0,0,0.1575688
BD201400000415,1.7,14.72857143,8166.799072,5823.95087,91162587.8,0,0,0,104480.3989,0,28526125.47,0.303767572
BD201400000416,2.103448276,14.44019139,13040.52205,3002.02308,91162587.8,0,0,0,104480.3989,0,2194088.377,0.581266871
BD201400000417,2.827586207,14.79318182,17073.35124,514.025374,91162587.8,0,0,0,38227.66924,0,1298825.158,0.426569976
BD201400000418,4.72,8.447727273,218.8904474,453.5448306,91162587.8,0,0,0,16553288.68,0,497891.8461,1.958671604
BD201400000419,4.928571429,9.114285714,0,45.37770363,91162587.8,0,0,0,19204544.91,0,0,2.278897034
BD201400000420,3.827586207,16.68027211,1328.031485,592.8898255,91162587.8,0,0,148218.7111,15478459.2,0,430862.3218,1.837052809
BD201400000421,3.344827586,11.705,0,278.4715452,91162587.8,0,0,0,1567205.984,0,0,0.813883403
BD201400000422,3.620689655,14.61666667,1018.340563,1690.639152,91162587.8,0,0,0,13419990.07,0,0,1.76826106
BD201400000423,3.666666667,13.4452381,13281.57854,446.8341673,91162587.8,0,0,0,0,0,0,0.234526286
BD201400000424,1.896551724,21.42380952,10470.02994,27.54445808,91162587.8,0,0,0,0,0,0,0.354055776
BD201400000425,4.103448276,21.49206349,2372.784832,31.10941848,91162587.8,0,0,0,4220376.077,0,5242644.178,0.998984759
BD201400000426,3.444444444,21.2547619,2208.559992,877.9831975,91162587.8,0,0,0,4574148.177,0,10361534.59,1.021717266
BD201400000427,3.866666667,19.35,13158.03292,10705.94663,91162587.8,0,0,0,1044803.989,0,8465048.051,0.547927601
BD201400000428,3.142857143,20.84580499,816.0004996,2962.205405,91162587.8,0,0,0,3656813.962,0,1776166.782,0.934882631
BD201400000429,3.033333333,19.91666667,13811.33838,528.0318699,91162587.8,0,0,0,0,0,0,0.267490183
BD201400000430,3.366666667,21.40430622,0,856.1194247,91162587.8,0,0,0,14491642.82,0,17731823,1.263221848
BD201400000431,3.482758621,16.75963719,33122.61661,2608.072451,91162587.8,0,2018016.965,0,626882.3936,835843.1914,21853426.35,0.404416097
BD201400000432,4.266666667,16.58333333,0,11.03967633,91162587.8,0,0,0,4597137.553,0,7422235.871,1.662433464
BD201400000433,4.851851852,12.85714286,0,499.7839854,91162587.8,0,0,0,10343559.49,0,407620.2166,1.864023864
BD201400000434,2.8,16.5215311,22057.93576,724.5069816,91162587.8,2820970.771,417921.5957,0,1922700.208,0,4954831.066,0.247352521
BD201400000435,3.633333333,38.33809524,16571.04913,7176.156863,91162587.8,0,0,0,208960.7978,0,10667802.17,0.259504563
BD201400000436,3.655172414,23.30227273,2109.145666,1582.377515,91162587.8,0,5143164.549,0,3638881.744,626882.3936,24514925.57,1.263502876
BD201400000437,1.633333333,10.20952381,19903.20761,1329.90769,91162587.8,0,0,0,0,0,12046380.37,0.316302413
BD201400000438,2.793103448,16.1937799,9055.283218,5354.990724,91162587.8,0,0,0,202318.3108,0,483203.2233,0.55192173
BD201400000439,5,15.69856459,314.6762834,155.611801,91162587.8,313441.1968,1572512.456,0,7522588.723,0,13090435.51,0.923070098
BD201400000440,4.2,17.88181818,0,580.2237197,91162587.8,313441.1968,2587926.916,0,7522588.723,142617.6616,23640015.19,0.88623175
BD201400000441,4.75862069,16.74829932,0,180.6416173,91162587.8,0,2831707.693,0,19502591.6,1293477.221,20442019.72,3.09480757
BD201400000442,4.8,18.27272727,0,67.38806271,91162587.8,0,8370526.778,0,20734078.84,2543508.266,25063741.39,3.132640112
BD201400000443,4.714285714,20.40136054,455.2963915,108.688303,91162587.8,0,9916091.73,0,13004271.67,132111.8465,21742322.39,2.473102913
BD201400000444,4.357142857,14.94104308,794.4673374,761.7301766,91162587.8,0,1780934.583,0,19398014.88,1089219.734,14308711.41,3.139325752
BD201400000445,3.3,15.28798186,1262.84746,1011.025778,91162587.8,0,0,0,16093778.72,0,2457893.208,3.009459261
BD201400000446,2.65,14.49772727,10378.4231,4723.297295,91162587.8,0,0,0,0,0,0,0.526797868
BD201400000447,2.4,18.6047619,5233.904326,713.2717348,91162587.8,0,1044803.989,0,750680.211,0,2918869.302,0.269299663
BD201400000448,2.517241379,18.82,7337.528957,3522.94533,91162587.8,0,0,0,104480.3989,0,0,0.311347263
BD201400000449,1.8,18.92142857,7969.090727,3075.315526,91162587.8,0,0,0,0,0,104480.3989,0.209610513
BD201400000450,2.724137931,18.73863636,9563.390412,9104.073959,91162587.8,0,0,0,104480.3989,0,0,0.287117135
BD201400000451,2.172413793,19.75238095,10785.08184,5669.706384,91162587.8,0,0,0,0,0,0,0.435093848
BD201400000452,2.866666667,28.49305556,6122.565117,5149.07608,91162587.8,0,0,0,0,0,731362.7925,0.437528793
BD201400000453,2.666666667,46.64090909,10637.64588,10309.50706,91162587.8,0,0,0,104480.3989,0,474004.8958,0.284331598
BD201400000454,2.103448276,36.37844612,0,1550.151296,91162587.8,0,0,0,10709705.58,0,626882.3936,1.027667677
BD201400000455,2.275862069,39.35588972,14364.94577,4370.45126,91162587.8,1358245.186,0,0,0,0,522401.9946,0.194414602
BD201400000456,1.7,43.20300752,8423.781387,6122.4638,91162587.8,0,0,0,0,0,940323.5903,0.228007208
BD201400000457,2.333333333,31.46779661,7852.26948,2801.326629,91162587.8,0,0,0,108583.1688,0,522401.9946,0.329634614
BD201400000458,2.4,27.48275862,2408.467668,760.8324567,91162587.8,0,0,0,2089607.979,0,1760056.588,0.685999899
BD201400000459,1.678571429,43.01428571,13209.43484,531.438993,91162587.8,0,0,0,0,0,797732.4105,0.166440842
BD201400000460,1.269230769,37.84210526,17679.49695,2782.763183,91162587.8,0,0,0,313441.1968,0,2559730.992,0.215571925
BD201400000461,2,27.6047619,17660.82733,3022.577835,91162587.8,0,0,0,313441.1968,0,2819316.51,0.229804566
BD201400000462,2.111111111,35.32330827,9566.113433,7757.657153,91162587.8,1044803.989,0,0,0,0,3934306.562,0.306732452
BD201400000463,1.827586207,34.31972789,13668.13143,4632.153288,91162587.8,0,0,0,0,0,1631302.51,0.174822601
BD201400000464,2.038461538,24.3547619,17116.67751,4966.739275,91162587.8,0,0,0,0,0,1860382.782,0.163350061
BD201400000465,2.25,24.35,14764.42724,5948.250679,91162587.8,0,0,0,313441.1968,0,3865774.76,0.273307064
BD201400000466,2.035714286,21.27857143,22844.17414,428.474979,91162587.8,0,851698.7987,0,0,0,551147.824,0.195382001
BD201400000467,2.357142857,21.24090909,25824.30903,5573.771912,91162587.8,0,0,0,0,0,1358245.186,0.231615732
BD201400000468,2.2,22.40714286,31697.22422,4612.517051,91162587.8,0,1261332.263,0,0,0,9696931.497,0.261522774
BD201400000469,1.862068966,25.30075188,10088.66316,8156.901786,91162587.8,0,1321763.26,0,0,0,4726568.774,0.142290417
BD201400000470,1.928571429,25.61904762,5149.950264,429.8425963,91162587.8,0,2298568.776,0,0,0,7621568.189,0.162915406
BD201400000471,1.966666667,21.4547619,11141.62222,1941.265962,91162587.8,0,525534.9471,0,0,0,3823792.244,0.169539405
BD201400000472,1.75862069,25.83571429,19163.27644,824.2079887,91162587.8,0,1044803.989,0,835843.1914,0,4460894.745,0.237451477
BD201400000473,1.482758621,27.13636364,26617.92309,6795.720049,91162587.8,208960.7979,922435.4267,0,0,208960.7979,3022135.688,0.123720975
BD201400000474,2.107142857,30.59308511,16278.08162,6635.464994,91162587.8,0,3843909.716,0,0,0,9140256.583,0.169740065
BD201400000475,1.896551724,30.65759637,23156.75718,2468.344375,91162587.8,0,2448770.657,0,522401.9946,0,4115223.657,0.19938457
BD201400000476,1.964285714,28.98095238,3207.444048,2225.466699,91162587.8,0,0,0,1747347.421,0,626882.3936,0.656548609
BD201400000477,2.103448276,29.71666667,27434.07475,13551.49934,91162587.8,0,3312422.978,0,208960.7979,0,8063018.078,0.443966472
BD201400000478,2.357142857,30.68170426,18875.78917,3558.174797,91162587.8,626882.3936,7969420.554,0,0,0,11989618.76,0.340465299
BD201400000479,2.2,25.84761905,3065.227334,3135.258719,91162587.8,0,163675.0121,0,1362051.285,0,2324923.634,0.732168521
BD201400000480,1.793103448,28.11111111,11243.12399,5678.327185,91162587.8,313441.1968,0,0,0,0,0,1.115999126
BD201400000481,1.5,25.92380952,14800.42651,8107.695118,91162587.8,0,2298568.776,0,0,0,4644630.122,0.505989497
BD201400000482,1.833333333,34.81363636,14341.43316,2562.800421,91162587.8,0,0,0,713640.3175,0,0,0.406258685
BD201400000483,2,48.94857143,13034.1461,4928.866791,91162587.8,0,0,0,0,0,313441.1968,0.251761794
BD201400000484,2.233333333,39.21553885,17789.15277,707.9925569,91162587.8,522401.9946,0,0,0,0,0,0.275293614
BD201400000485,2.2,32.91904762,4642.419068,2211.116643,91162587.8,0,0,0,956078.027,0,0,0.609762852
BD201400000486,2.9,67.44444444,2733.378026,635.9085304,91162587.8,0,0,0,1776166.782,0,866567.8939,0.711812752
BD201400000487,2.517241379,62.48351648,11012.60402,4326.859227,91162587.8,142198.8118,0,0,0,0,0,0.202056334
BD201400000488,2.1,53.88755981,20005.51408,2873.701171,91162587.8,1044803.989,0,0,0,0,0,0.247277527
BD201400000489,1.766666667,49.6291866,4685.858641,7109.369985,91162587.8,6462325.026,0,0,123423.2386,0,0,0.378904916
BD201400000490,2.4,42.65311005,17423.97425,18705.37292,91162587.8,0,0,0,835843.1914,0,0,0.439895394
BD201400000491,1.964285714,45.7952381,17476.30465,522.9147549,91162587.8,0,0,0,728479.3434,0,1088768.261,0.234598136
BD201400000492,2.551724138,49.63333333,15108.58915,2763.623606,91162587.8,120526.4033,1234405.792,0,0,0,7054716.411,0.236597907
BD201400000493,2.642857143,71.1937799,9179.055919,1380.048006,91162587.8,104480.3989,0,0,0,0,1274863.761,0.330522384
BD201400000494,2.133333333,59.15,7019.112317,744.2153649,91162587.8,0,0,0,0,0,1679584.449,0.391157304
BD201400000495,3.035714286,77.9784689,3173.085413,369.3164396,91162587.8,0,0,0,3547011.457,0,0,0.98555852
BD201400000496,2.5,88.36977492,15036.58343,4232.60265,91162587.8,0,0,0,0,0,1314557.601,0.213943671
BD201400000497,1.366666667,33.56136364,12274.82511,1512.931969,91162587.8,0,0,0,0,0,862270.2296,0.210297925
BD201400000498,2.633333333,38.7525,11955.79537,3199.021551,91162587.8,104480.3989,170354.6619,0,0,0,2498666.879,0.315287228
BD201400000499,1.724137931,31.73571429,15128.72386,1342.880315,91162587.8,0,702818.3654,0,0,0,2120101.867,0.259523044
BD201400000500,2.633333333,36.57894737,20602.67636,6552.08944,91162587.8,0,0,0,104480.3989,0,1791711.612,0.24997141
BD201400000501,2.2,33.1075,24385.72583,6360.321461,91162587.8,0,0,0,0,0,2298568.776,0.222710562
BD201400000502,1.833333333,29.78181818,23163.53258,8726.193129,91162587.8,0,0,0,0,0,0,0.304939204
BD201400000503,2.3,33.6625,29885.35214,10740.03298,91162587.8,0,0,0,0,0,325591.0832,0.27888497
BD201400000504,1.466666667,31.27619048,17210.05791,5431.078564,91162587.8,208960.7979,0,0,0,0,898183.8132,0.405173073
BD201400000505,2.766666667,30.33106576,1631.610829,168.8966889,91162587.8,0,0,0,5654630.162,0,0,0.934009659
BD201400000506,2.413793103,25.95739348,8525.876452,6030.379441,91162587.8,0,0,0,0,0,626882.3935,0.245079569
BD201400000507,2.7,27.15311005,878.5365747,763.1049286,91162587.8,0,0,0,1358245.186,0,0,0.351814854
BD201400000508,4.068965517,50.38576779,280.711426,727.1425055,91162587.8,0,0,0,1985127.58,0,0,0.673594889
BD201400000509,1.433333333,44.75443038,6579.489936,1169.326295,91162587.8,0,0,0,0,0,0,0.279369711
BD201400000510,4.538461538,43.78409091,0,188.3292407,91162587.8,0,0,0,16931103.67,0,626882.3936,1.423088631
BD201400000511,4.851851852,56.2,192.9865789,426.2845963,91162587.8,0,0,0,16072956.34,0,626882.3936,1.336419031
BD201400000512,4.785714286,54.37799043,249.4001929,486.8282235,91162587.8,0,0,0,2089607.979,0,2291986.909,0.779819198
BD201400000513,2.5,28.47954545,24306.59651,1047.345981,91162587.8,0,0,0,940323.5903,0,1565049.086,0.646122761
BD201400000514,1.966666667,32.60651629,24396.78655,2299.083474,91162587.8,417921.5957,8433938.662,0,104480.3989,5007187.772,19504982.93,0.149410914
BD201400000515,2.724137931,41.40669856,25678.28618,1205.182439,91162587.8,62541.22228,5601448.022,0,522401.9946,289764.8483,14552019.72,0.189993712
BD201400000516,3.666666667,36.32619048,1158.432721,1888.94558,91162587.8,0,2115313.548,0,2716490.372,0,9413937.123,0.621880033
BD201400000517,1.5,35.98639456,14632.50918,1566.563371,91162587.8,0,0,0,835843.1914,0,3230277.347,0.21852134
BD201400000518,4.266666667,23.55238095,16399.49414,610.6662129,91162587.8,0,0,0,731362.7925,0,1168356.169,0.250443567
BD201400000519,3.103448276,22.47727273,1695.657179,305.1912277,91162587.8,0,221438.1712,0,1776166.782,0,2092187.59,0.766559153
BD201400000520,2.7,19.89712919,18153.07711,250.0043552,91162587.8,0,0,0,1044803.989,0,0,0.511173679
BD201400000521,4.24137931,24.4962406,132.2914144,350.2834897,91162587.8,0,0,0,1776166.782,0,202137.0253,0.835314744
BD201400000522,4.6,28.42954545,147.1212887,1225.320781,91162587.8,0,0,0,6164343.537,0,0,1.149483085
BD201400000523,4.25,29.81666667,17217.86584,5828.23985,91162587.8,710483.2507,0,0,0,0,0,0.256758446
BD201400000524,2.733333333,27.85227273,13022.68322,179.7516715,91162587.8,0,0,0,731362.7925,0,208960.7979,0.343446047
BD201400000525,3.033333333,34.2047619,2163.491333,988.1784909,91162587.8,0,4229331.559,0,1880647.181,0,2314142.997,0.336548359
BD201400000526,4.642857143,54.95238095,0,139.74572,91162587.8,208960.7978,0,0,13991128.1,0,812458.9421,2.082003111
BD201400000527,3.655172414,48.54421769,257.4014653,1066.838232,91162587.8,127963.8884,0,0,13733899.24,0,771206.7684,2.028425336
BD201400000528,3,41.2406015,1904.353663,173.5811494,91162587.8,0,0,0,7809794.421,0,150161.7237,1.377028201
BD201400000529,1.633333333,58.15952381,32634.43106,14135.91443,91162587.8,417921.5957,0,0,0,0,835843.1914,0.468590369
BD201400000530,4.482758621,34.47857143,41.33067376,804.2280477,91162587.8,0,0,0,5850902.34,0,208960.7978,0.994241538
BD201400000531,1.9,33.01363636,10929.36473,3817.471206,91162587.8,35452414.26,626882.3936,0,0,0,2488878.619,0.812819886
BD201400000532,1.366666667,34.72248804,16876.59004,3195.525153,91162587.8,2925451.17,150093.1852,0,208960.7978,0,208960.7979,0.240851534
BD201400000533,1.433333333,34.32199546,2799.833329,2720.554586,91162587.8,313441.1968,0,0,1462725.585,0,1149284.388,0.508691817
BD201400000534,2.448275862,33.4025,23005.05721,1798.58984,91162587.8,384446.9843,0,0,0,0,0,0.312553616
BD201400000535,2.724137931,40.87962963,15074.51162,6343.873126,91162587.8,15167518.26,0,0,0,0,0,1.100040085
BD201400000536,3.1,54.16190476,5079.878343,1241.367833,91162587.8,0,0,0,520311.5847,0,0,0.465322715
BD201400000537,1.8,35.15037594,8955.800624,4668.57248,91162587.8,0,0,0,104480.3989,0,3029931.569,0.188252153
BD201400000538,2.821428571,10.05952381,25245.82096,8097.256256,91162587.8,0,0,0,0,0,0,0.817249621
BD201400000539,2.866666667,9.871428571,24781.05045,2740.132969,91162587.8,21978348.69,831547.382,0,104480.3989,0,0,0.771723879
BD201400000540,2.2,20.70068027,25380.40538,15023.88271,91162587.8,0,0,0,0,0,7217004.739,0.961533519
BD201400000541,2.642857143,21.39318182,29536.79225,10381.99914,91162587.8,417921.5958,0,1671686.383,0,0,4628152.107,0.299325022
BD201400000542,2.428571429,11.77045455,32489.49027,13573.26105,91162587.8,897538.7228,0,0,0,0,2152428.899,0.168485322
BD201400000543,3.607142857,9.342857143,38163.69816,4237.193445,91162587.8,9713132.87,0,0,0,0,1508053.67,0.319481818
BD201400000544,2.666666667,14.26273458,9831748.945,9827935.848,91162587.8,21355818.09,179952.4827,0,0,0,3401485.004,0.354101737
BD201400000545,3.466666667,32.72727273,25896.49145,8665.020506,91162587.8,28625456.12,11569564.54,0,0,0,0,0.24458454
BD201400000546,4.034482759,11.70714286,27906.77255,4184.560646,91162587.8,6913645.115,0,0,1253764.787,0,371777.7795,0.354101737
BD201400000547,2.4,10.6076555,2729.711423,532.977707,91162587.8,5480303.641,0,0,57587.74969,0,0,0.634395528
BD201400000548,2.344827586,16.51879699,5394.828237,4537.070527,91162587.8,315441.007,0,0,90652.12959,0,0,0.341402059
BD201400000549,3.551724138,19.83458647,5758.139814,4194.740697,91162587.8,4741682.067,0,0,0,0,8301256.614,0.396775943
BD201400000550,3.333333333,22.80143541,5630.266578,687.6076078,91162587.8,33466209.49,626882.3936,0,0,0,0,0.311619164
BD201400000551,2.178571429,40.92142857,9632.072399,742.3340968,91162587.8,0,104480.3989,0,0,0,0,0.526515793
BD201400000553,3.166666667,19.05668934,25882.06741,11335.70744,91162587.8,0,417921.5957,0,0,0,1201452.774,0.928052879
BD201400000554,2.3,15.41904762,27629.4375,591.9990536,91162587.8,208960.7978,0,0,0,0,1659286.467,0.16480325
BD201400000555,1.5,15.45933014,37687.21608,6269.102983,91162587.8,305209.4254,0,0,0,0,9637490.403,0.07924145
BD201400000556,1.142857143,16.1547619,51885.14162,11902.61397,91162587.8,0,0,0,0,0,12167186.12,0.063693216
BD201400000557,1.833333333,32.60770975,30902.35838,10062.35386,91162587.8,0,0,0,0,0,0,0.078838223
BD201400000558,1.689655172,13.5234375,35950.80611,16962.63274,91162587.8,208960.7979,0,0,0,0,4602867.659,0.113783465
BD201400000559,3,12.42105263,26156.12409,20358.83884,91162587.8,1368234.315,0,0,0,0,1776166.782,0.185752464
BD201400000560,2.8,10.74545455,25788.43512,20791.35251,91162587.8,417921.5957,0,0,0,0,9190699.317,0.221255314
BD201400000561,1.607142857,8.806818182,43736.3613,16263.8059,91162587.8,0,522401.9946,0,0,0,0,0.071063211
BD201400000562,1.724137931,6.655502392,53671.0386,9266.662455,91162587.8,4888687.79,579890.6746,4351681.997,0,0,8346177.998,0.133127635
BD201400000563,1.296296296,6.615909091,53800.12747,22427.87255,91162587.8,88248.3341,940323.5903,0,0,0,2925451.17,0.12801059
BD201400000564,2.3,16.23214286,20469.33447,17809.3352,91162587.8,835843.1914,940323.5903,0,0,0,6194843.817,0.1844411
BD201400000565,2.933333333,12.10952381,20914.53566,16576.80829,91162587.8,2509350.285,171795.5924,0,0,0,2716490.372,0.172731207
BD201400000566,2.035714286,11.86124402,32598.68014,2452.266002,91162587.8,626882.3936,0,0,0,0,0,0.162504301
BD201400000567,4.034482759,6.684210526,16372.6028,6041.921146,91162587.8,538352.03,2820970.771,0,0,0,0,0.18532657
BD201400000568,2.481481481,16.30147059,26881.93557,997.7172038,91162587.8,313441.1968,417921.5957,0,3291675.566,0,417921.5957,0.878679601
BD201400000569,3.766666667,8.237704918,4103.271972,1227.719081,91162587.8,18134730.2,603820.3537,0,0,0,6142683.936,0.979208295
BD201400000570,3.5,13.10275689,27627.17696,11823.99842,91162587.8,68062.64468,0,0,0,0,3508647.399,0.202034345
BD201400000571,2.966666667,12.51190476,20517.90368,14371.39515,91162587.8,14095076.01,731362.7925,0,0,0,522401.9946,0.204466917
BD201400000572,2.037037037,17.03021978,15480.96569,11169.29062,91162587.8,3733447.789,0,0,0,0,208960.7979,0.212272697
BD201400000573,1.896551724,12.07769424,24918.2316,14525.18917,91162587.8,4884097.628,2200872.329,0,0,0,0,0.135434944
BD201400000574,1.733333333,15.0730897,36514.19927,20895.9394,91162587.8,4179395.299,0,0,0,0,731362.7925,0.161750153
BD201400000575,2.034482759,15.1047619,45705.07764,17392.75675,91162587.8,25210866.04,1476686.079,0,0,0,0,0.150173468
BD201400000576,2.5,20.105,7605.861958,5156.356273,91162587.8,21343069.83,522401.9946,0,16867892.8,0,280958.7525,0.916913042
BD201400000577,3.517241379,14.07272727,621.369703,1993.320225,91162587.8,431349.6519,320155.2249,0,0,0,0,3.213391564
BD201400000578,2.4,19.74185464,51761.47868,17821.92064,91162587.8,0,0,0,0,0,0,0.273701705
BD201400000579,2.192307692,14.73315364,23850.2666,1623.459757,91162587.8,313441.1968,0,0,1358245.186,0,313441.1968,0.315364823
BD201400000580,4.379310345,25.48732394,1266.09295,1589.128893,91162587.8,176903.6361,0,0,0,0,0,0.56579183
BD201400000581,3.233333333,19.39903846,21649.78874,241.3252253,91162587.8,22311513.37,1985127.58,0,0,0,0,0.244301141
BD201400000582,2.655172414,32.53809524,11347.13708,9863.915737,91162587.8,6881750.394,0,0,1253764.787,0,0,0.485953433
BD201400000583,4.75862069,28.62857143,0,185.6852739,91162587.8,1789219.886,1358245.186,0,731362.7925,0,3481172.967,0.697052605
BD201400000584,5,18.67237164,23657.31158,10914.75404,91162587.8,0,0,0,104480.3989,0,3490092.714,0.957909791
BD201400000585,1.75,20.94258373,45170.80032,14735.67551,91162587.8,0,0,0,0,0,6719299.879,0.185608788
BD201400000586,1.2,9.911904762,31719.76685,9899.430215,91162587.8,658786.2077,940323.5903,0,0,0,4879250.289,0.075631077
BD201400000587,3.413793103,10.85213033,18510.83229,16053.753,91162587.8,6102101.272,1581459.678,0,0,0,626882.3936,0.175826547
BD201400000588,3.866666667,45.81515152,23181.37593,399.0701666,91162587.8,5331781.552,159908.8149,626882.3936,104480.3989,0,1044803.989,0.686238705
BD201400000589,1.448275862,18.17460317,22099.85488,17691.4845,91162587.8,1037278.981,0,0,0,0,2182891.39,0.136939946
BD201400000590,4.24137931,12.18571429,46454.54522,11681.47,91162587.8,17207267.45,0,0,17866148.22,0,522401.9946,0.272296266
BD201400000591,4.8,8.493734336,0,245.4454203,91162587.8,9502466.527,0,0,18066076.5,0,626882.3935,3.196033203
BD201400000592,4.933333333,6.936363636,0,823.5372424,91162587.8,6471149.665,378531.0413,0,10960284.21,0,1358245.186,2.76046834
BD201400000593,4.133333333,12.88888889,1816.523394,377.9725161,91162587.8,7229434.419,21362.35295,0,13071820.4,0,1262724.62,1.811315181
BD201400000594,4.551724138,13.25179856,1283.903653,231.2132883,91162587.8,2193491.966,0,0,18069782.67,0,833364.426,2.024631355
BD201400000595,3.666666667,13.37188209,102.2699007,388.8241232,91162587.8,12848418.73,0,0,17866148.22,0,522401.9946,2.610970559
BD201400000596,4.862068966,19.1754386,0,220.5223903,91162587.8,17539779.16,58387.3684,0,17644970.77,0,483502.9803,3.35823155
BD201400000597,4.714285714,25.85,0,1383.200586,91162587.8,4130306.814,0,0,17651663.48,0,660730.978,3.415709795
BD201400000598,4.793103448,21.97052154,0,614.298246,91162587.8,5850813.916,0,0,12892292.72,0,208960.7979,2.968254423
BD201400000599,3.607142857,18.18899522,421.5499915,2281.995144,91162587.8,744487.307,327178.312,0,16174654.82,0,407268.264,2.847971432
BD201400000600,4.633333333,19.4047619,0,0,0,0,0,0,0,0,0,0
0,0,18.40589569,0,0,0,0,0,0,0,0,0,0
0,0,23.8425,0,0,0,0,0,0,0,0,0,0
0,0,26.36904762,0,0,0,0,0,0,0,0,0,0
0,0,20.57142857,0,0,0,0,0,0,0,0,0,0
0,0,23.11904762,0,0,0,0,0,0,0,0,0,0
0,0,17.67142857,0,0,0,0,0,0,0,0,0,0
